kode,nama_bahan_makanan,air_g,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,vit._a_mcg,beta_karoten_mcg,karotentotal_mcg,vit._b1_mg,vit._b2_mg,niasin_mg,vitamin_c_mg
GR047,Ikan layur segar,80.1,82,18,1,0.4,0,48,229,2.2,0,0,0,0,4,0,0,0.04,0,0,0
GR048,Ikan lehoma segar,77.6,90,20.4,0.9,0,0,88,270,0.7,56,281,0.3,0.9,1.05,0,0,0.32,0.03,0.2,0
GR049,Ikan lemuru segar,76,112,20,3,0,0,20,100,1,0,0,0,0,30,0,0,0.05,0,0,0
GR050,Ikan lidah segar,78.3,104,15.6,3.2,2,0,30,143,2,0,0,0,0,33,0,0,0.03,0,0,0
GP018,Ikan lomak asin mentah,21.6,258,40.3,2.3,18.9,0,140,279,2.3,6.23,485.1,2.3,0,0,0,0,0.1,0.3,6,0
GR052,Ikan malalugis segar,75.6,99,20.6,1.4,0.9,0,164,330,0.5,76,282,0.2,0.9,661,0,0,0.3,0.02,0.5,0
GR053,Ikan mamar merah segar,75,115,15.3,4,4.4,0,60,190,1.6,120,240,0.2,1,0,0,0,0.2,0.1,0.1,0
GP019,Ikan Mas pepes,57.5,209,15.2,11.3,11.8,0.5,686,530,6.1,74,276.7,0.1,1.9,3,0,315,0.13,0.1,2.4,0
GR054,Ikan mas segar,80,86,16,2,0,0,20,150,2,65,276.7,0.1,1.1,45,8,0,0.05,0.1,2.6,0
GR055,Ikan mayong segar,78.2,97,17.9,2,0.4,0,40,100,2.5,0,0,0,0,21,0,0,0.1,0,0,0
GP020,Ikan mujahir goreng,44.7,416,46.9,23.9,0,0,346,654,0.9,54,278.9,0,0.2,12,3,8,0.12,0.1,2.2,0
GP021,Ikan Mujahir pepes,73.7,121,21.7,2.8,0.8,0,83,248,1.6,58,265.8,0,0.3,8,0,6,0,0.1,1.9,0
GP022,Ikan mujahir dendeng mentah,15.2,582,68.3,15.2,37.2,0,3.26,1.7,4.3,0,0,0,0,15,0,20,0.27,0,0,0
GR056,Ikan mujahir segar,79.7,89,18.7,1,0,0,96,209,1.5,51,265.8,0,0.2,6,3,5,0.03,0.1,2,0
GR057,Ikan nasu metti segar,65.3,154,16.8,5,10.5,0,80,244,1.6,421,488,0.2,1.2,0,0,0,0.47,0.15,9.6,0
GR036,Ikan oci kembung segar,71.4,125,21.3,3.4,2.2,0,136,69,0.8,214,245,0.2,1.1,0,0,0,0.26,0.03,0.2,0
GR058,Ikan paling segar,58,303,14,27,0,0,20,200,1,43,0,0,0,485,0,0,0.1,0,0,2
GP023,Ikan Papuyu bakar,66.6,152,17.6,6.1,6.7,0,244,227,3.4,320,224,0.2,1,0,0,0,0,0,0,9
GR059,Ikan papuyu betok segar,75,120,14.3,4.9,4.6,0,329,436,1.5,240,169,0.8,1.1,0,0,0,0,0.05,3.1,0
GP024,Ikan Patin bakar,70.3,144,17.5,6.3,4.3,0,191,232,1.4,379,230,0.1,0.7,0,0,0,0,0,0,0
GR060,Ikan Patin segar,74.4,132,17,6.6,1.1,0,31,173,1.6,77,346,0.7,0.8,0,7,0,0.2,0.03,1.7,0
GP025,Ikan peda banjar mentah,46,156,28,4,2,0,174,316,3.1,59,368.8,0,0.5,33,4,0,0.1,0.1,4.7,0
GP026,Ikan pepetek mentah,33,176,32,4.4,2,0,120,200,1,79,1,0,0,15,0,0,0.05,0.1,2.4,0
GP027,Ikan Pindang banjar mentah,59,157,28,4.2,1.8,0,50,100,1,0,0,0,0,45,0,0,0.1,0,0,0
GP028,Ikan Pindang benggol mentah,57,170,31,4.2,0,0,50,100,1,0,0,0,0,45,0,0,0.1,0,0,0
GP029,Ikan Pindang layang mentah,60,153,30,2.8,0,0,60,200,3,0,0,0,0,61,0,0,0.07,0,0,0
GP030,Ikan Pindang selar mentah,60,142,27,3,0,0,60,200,3,0,0,0,0,61,0,0,0.07,0,0,0
GR061,Ikan pomo segar,68.3,147,22.5,5.2,2.6,0,80,230,1.3,0,380,0.2,0.7,89,0,0,0,0,0,0
GR062,Ikan Puntin segar,81.1,76,14.4,1.1,2.2,0,28,166,0,0,325,0.1,0.6,0,0,0,0.31,0.11,0,0
GP031,Ikan sale lais mentah,12.4,415,61.3,17.6,2.9,0,258,919,7,381,488,17.6,1,0,0,0,0.03,0.1,17.3,0
GR072,Ikan Sale segar,8.5,534,40.2,39.3,4.9,2,199,1.24,2.7,673,673,0.3,2.6,0,410,0,0.02,0.5,0,0.2
GP032,Ikan saluang kering mentah,33.6,284,34.1,9.9,14.6,0,1.43,1.1,9.5,1.77,263,1.3,18.7,0,0,0,0.49,0.03,0,0
GR065,Ikan saluang segar,74.8,113,13.9,4.9,3.4,0,642,646,1.9,51,182,0.8,3.6,0,0,0,0.21,0.02,1.8,0
GP033,Ikan sanggang masakan,42.6,240,21.7,7.7,20.7,0,159,362,9.8,2.04,159,1.5,8.8,0,0,0,0.51,0.02,0,0
GR066,Ikan sarden segar,72.7,109,19.9,1.8,3.4,0,95,597,1.3,266,227,0.3,2,195,0,0,0.26,0.03,4.4,0
GP034,Ikan selar kuning cue mentah,59,138,27,3.3,0,0,50,100,2,0,0,0,0,45,0,0,0.1,0,0,0
GP035,Ikan selar kering mentah,43,194,38,3.5,0,0,20,200,1,0,0,0,0,0,0,0,0.01,0,0,0
GR067,Ikan selar segar,75.4,100,18.8,2.2,0,0,40,179,0.5,43,392.6,0.1,0.3,45,0,0,0.37,0.2,3.4,0
GP036,Ikan sepat kering mentah,30,289,38,14,0,0,40,100,0.7,0,0,0,0,0,0,0,0,0,0,0
GR068,Ikan sepat segar,78.8,84,15.2,0.6,4.7,0,68,171,2.1,211,198,0.7,0.6,0,0,0,0.16,0.03,1.9,0
GR069,Ikan sidat segar,71.3,81,11.4,1.9,3.8,0,118,174,3,46,245.9,0,1.5,15,0,0,0,0.4,3.2,0
GP037,Ikan sunu asin mentah,34.7,199,34.1,3.8,7.1,0,94,92,2.2,377,57,0.1,3.2,2.48,0,0,1.5,0.13,7.2,0
GR070,Ikan sunu segar,75.5,111,13.3,3.4,6.7,0,86,174,1.2,91,197,0,0.6,309,0,0,1.03,0.1,0.2,0
GR071,Ikan tahuman segar,77.4,88,15.9,0.9,4.1,0,221,223,0,24,364,0.4,0.7,0,0,0,0.2,0.25,1.6,0
GR073,Ikan tarmon segar,76.7,96,19.5,1.1,2,0,9,129,0.3,43,154,0.1,0.5,0,0,0,0.15,0.02,1.7,0
GR074,Ikan telan segar,75.3,95,15.8,0.7,6.5,0,503,354,0.2,58,294,1.6,1.2,0,0,0,0.18,0.02,1.9,0
GR075,Ikan tembang segar,65,204,16,15,0,0,20,200,2,341,291,0.4,2.6,30,0,0,0.05,0,5.6,0
GR076,Ikan tempahas segar,78.9,101,15.1,4.1,1,0,32,163,0,50,320,0.7,0.6,0,0,0,0.02,0.05,1.5,0
GR077,Ikan terbang segar,76.1,98,19.6,1.7,1,0,90,190,0.6,90,320,0.1,0.5,39,0,0,0,0.1,0.1,0
GP039,Ikan Teri nasi kering mentah,34.5,144,32.5,0.6,0,0,1,1,3,312,0,0,0,61,0,0,0.1,0,0,0
GP040,Ikan Teri bubuk mentah,15,277,60,2.3,1.8,0,1.21,1.23,3,0,0,0,0,90,0,0,0.1,0,0,0
GP041,Ikan teri kering mentah,37.8,170,33.4,3,0,0,1.2,1.5,3.6,0,0,0,0,64,0,0,0.15,0,0,0
GP042,Ikan Teri kering tawar mentah,16.7,331,68.7,4.2,0,0,2.38,1.5,23.4,0,0,0,0,61,0,0,0.1,0,0,0
GR078,Ikan teri segar,80,74,10.3,1.4,4.1,0,972,253,3.9,554,126.1,305.2,0.2,13,0,28,0.24,0.1,1.9,0
GP043,Ikan Teri tepung mentah,5.2,347,48.8,6.4,19.6,0,4.61,1.2,18.6,0,0,0,0,61,0,130,1.12,0,0,0
GR079,Ikan titang segar,78.8,82,17.4,0.4,2.3,0,145,130,1.8,110,275,0.1,0.8,581,0,0,0.64,0.03,1.5,0
GR080,Ikan tongkol segar,74.7,100,13.7,1.5,8,0,92,606,1.7,202,227,0.2,1.6,181,0,0,0.35,0.03,6.6,0
GR081,Ikan turi segar,76.9,96,19.2,2,0.2,0,340,340,0.8,370,300,0.1,2,26,0,0,0,0,0,0
GR018,Ikan cakalang segar,73,107,19.6,0.7,5.5,0,23,242,2.9,66,239,0.2,0.6,386,0,0,0.17,0.05,21.7,0
HP004,Ikan telur asin mentah,37.8,358,20.7,26.4,9.4,0,48,311,15.1,2.68,59,0.4,3,1.87,0,0,0.21,0.54,2.1,0
GP038,Ikan tepung mentah,4.3,316,60.1,6.5,22.4,0,3.2,1.98,16.6,0,0,0,0,320,0,0,0,0,0,0
AP050,Intip goreng,6.5,474,7.6,21.6,62.3,1.2,36,64,2.5,0,38,0.05,0.5,0,0,200,0.25,0.03,0.8,0
FP006,Itik alabio daging dendeng mentah,12.7,496,30.3,33.5,18.4,0,135,370,12.5,1.08,478,0.7,0.3,0,0,0,0,0,0,0
AP051,Jagung gerontol,61.7,156,2.7,1.3,33.3,1,51,105,1.2,0,0,0,0,0,0,162,0.08,0,0,0
AR016,Jagung kuning pipil kering mentah,11.5,366,9.8,7.3,69.1,2.2,30,538,2.3,5,79.4,0.1,1.9,0,636,641,0.12,0.12,1.8,3
AP012,Jagung kuning pipil rebus,63.7,154,3.8,3.5,28.4,0.7,7,171,0.5,5,56.4,0.1,2,0,818,234,0.08,0.1,1.7,0
AP011,Jagung kuning tepung,12,355,9.2,3.9,73.7,7.2,10,256,2.4,11,24.4,0.23,1.7,0,0,510,0.38,0.02,0.3,0
DR085,Jagung muda semi segar,89.5,35,2.2,0.1,7.4,1.9,7,100,0.5,353,230.2,0.1,0.8,0,23,200,0.08,0.16,0.9,8
AR015,Jagung muda kuning mentah,61.8,147,5.1,0.7,31.5,1.3,6,122,1.1,5,33.6,0.13,0.8,0,113,261,0.24,0.05,0.8,9
AP010,Jagung muda rebus,53.2,142,5,0.7,30.3,0.8,5,105,0.8,5,24.3,0.2,0.9,0,145,225,0.15,0.08,0.7,0
AR017,Jagung pipil var. harapan kering,11.3,367,6.2,5.1,76.2,2.6,7,354,2.8,1,79.6,0.1,1.9,0,637,385,0.19,0.08,1,0
AR018,Jagung pipil var. metro kering,10.6,368,5.5,4.6,78,2.9,7,300,2.4,1,80.2,0.1,1.9,0,642,554,0.16,0.08,1,0
AP052,Jagung titi,9.2,374,9.4,2.2,79.1,0.8,14,142,2.9,0,0,9,0,0,0,11.51,0.2,0,0,0
NR018,Jahe segar,55,51,1.5,1,10.1,12,21,39,1.6,12,441.7,0.48,0.7,0,0,9,0.02,0.17,3.3,4
AR019,Jali mentah,23,324,11,4,61,3.1,213,176,11,24,0,0.1,0.4,0,0,0,0.14,0.08,1.8,0
MP008,Jam selai,34,239,0.5,0.6,64.5,1,20,20,1,30,73.1,0.09,0,0,0,0,0.01,0.07,0,0
GP070,Jambal goreng,13.4,286,48.5,9.2,2.3,0,207,457,3.3,0,0,0,0,109,0,160,0.4,0,3.1,0
ER030,Jambu air segar,87,46,0.6,0.2,11.8,2.1,8,9,1.1,11,321.2,0,0.1,0,92,0,0.02,0.38,4.6,5
ER031,Jambu biji,86,49,0.9,0.3,12.2,2.4,14,28,1.1,10,52.8,0.02,0.3,0,27,25,0.02,0.03,0.8,87
ER032,Jambu biji putih tidak berbiji,82.8,61,0.9,0.3,15.4,4.5,31,41,0.2,20,103,0.04,0.5,0,53,18,1.02,0.06,1.3,116
ER033,Jambu bol segar,87.1,49,2.3,0.2,9.6,3.5,8,8,0.3,1,14,0,0,0,92,0,0.13,0.01,0.5,22
ER034,Jambu monyet segar,82.6,64,0.7,0.6,15.8,1.2,4,13,0.5,12,107.8,0,0,0,1.6,25,0.02,0,2,197
AR021,Jampang huma mentah,11.7,350,6.2,1.4,78.2,1.7,329,254,5.3,53,396.7,0.7,1.6,0,33,0,0.51,0.3,0.7,0
DR086,Jamur encik,24.8,296,9.4,1.1,62,0,5,277,5.3,2,0,0.2,3.1,0,0,0,1.1,0.1,0,0
DR087,Jamur kuping kering,14.9,294,16,0.9,64.6,46.5,51,223,6.7,174,726.1,0.29,5.5,0,11,0,0.11,0.6,2.7,0
DR088,Jamur kuping segar,93.7,21,3.8,0.6,0.9,5.1,3,94,1.7,17,33.4,0.19,0.1,0,1,0,0.1,0.09,0.1,5
DR089,Jamur merang segar,91.5,30,3.5,0.2,4,2.4,14,117,1,300,300,0.3,0.8,0,0,0,0.02,0.2,0.5,0.2
DR091,Jamur sagu,91.3,48,1.9,3.2,2.8,1,10,90,0.6,100,440,0.6,0.6,0,0,0,0.2,0.2,6.5,0
DR090,Jamur tiram segar,92.5,30,1.9,0.1,5.5,3.6,9,83,0.7,226,226,0,0.8,0,0,0,0.3,0.2,1,0.2
FP048,Jangang bintatoeng masakan,73.6,107,5.3,2.2,16.5,0,64,61,2.5,482,406,0.2,0.8,0,0,0,0.18,0.02,3.4,0
DR092,Jantung pisang segar,90.2,32,1.2,0.3,7.1,3.2,30,50,0.1,3,524,0.09,0.3,0,201,170,0.05,0.03,0.8,10
AP053,Japilus,3.8,500,1.2,25.1,67.3,0.4,186,29,4.9,0,0,0,0,0,0,0,0.17,0.03,0.4,0
AR020,Jawawut mentah,11.9,364,9.7,3.5,73.4,8.2,28,311,5.3,7,255.1,0.45,1.5,0,33,0,0.33,0.28,4.5,0
DR093,Jengkol segar,52.7,192,5.4,0.3,40.7,1.5,4,150,0.7,60,241,0.3,0.6,0,0,0,0.05,0.2,0.5,31
ER035,Jeruk bali segar,86.3,48,0.6,0.2,12.4,0.8,23,27,0.5,21,366.1,171.25,0.1,0,33,20,0.04,0,0.4,43
ER036,Jeruk banjar segar,84.5,61,0.8,0.2,14.1,0,9,13,0.2,3,79,0.1,0.1,0,9,0,0.12,0.03,0.3,31
ER037,Jeruk garut-keprok,87.3,44,0.8,0.3,10.9,1.6,33,23,0.4,5,518.1,169.3,0.2,0,0.3,420,0.07,0.03,0.2,31
ER038,Jeruk Kalamansi segar,90.2,39,0.3,0.3,8.9,2.3,42,85,0.5,82,82,0.3,0.1,0,1,0.3,0.02,0.1,0,30
ER039,Jeruk manis segar,87.2,45,0.9,0.2,11.2,1.4,33,23,0.4,4,472.1,160,0.2,0,0.3,190,0.08,0.03,0.2,49
ER040,Jeruk nipis segar,88.9,44,0.5,0.2,10,0.4,18,22,0.2,3,108.9,0.06,0.1,0,23,4,0.01,0.03,0.2,20
ER041,Jeruk ragi segar,87.6,49,0.7,0.2,11.1,0.5,36,67,0.7,4,457.3,155,0.2,0,0.3,68,0.03,0.03,0.2,30
DR094,Jotang segar,89,34,1.9,0.3,7.1,3.5,162,41,4,59,388.5,0.3,1.2,0,2,3.92,0.03,0,0.4,20
GP071,Jukku pallu kaloa masakan,69.4,15,15.2,4.3,8.8,0,40,170,1.1,605,153,0.6,1.1,0,0,0,0.3,0.14,7.5,0
DR095,Kabau segar,67.2,130,6.7,0.3,25.2,2.9,4,204,0.5,1,397.8,0.2,0.5,0,165,0,0.8,0.1,0.3,16
BR012,Kaburan ubi segar,66.5,133,1,0.2,32.2,0.7,65,50,0.6,10,899.2,0.2,0.2,0,0,0,0.01,0,0.3,0
BP031,Kabuto,58.9,250,2.6,2.5,35.4,1.8,35,49,1.1,2,218,0,0,0,0,0,0.1,0.1,0.6,0
CR001,Kacang arab kering,11.6,330,23.8,1.4,60.2,17.4,57,388,4.7,24,874.3,0.85,3.4,0,40,140,0.77,0.21,1.5,2
CP031,Kacang atom,3.1,533,27.8,38.1,28.8,2.5,87,423,3,0,0,0,0,0,0,0,0.06,0,0,0
CR002,Kacang babi kering,11.6,341,30.4,3.2,51.3,4.5,178,521,6.8,13,1768,0.82,3.1,0,0,87,0.23,0.33,2.8,0
CR003,Kacang belimbing kecipir kering,10.4,400,34.4,16.9,34.1,10.7,468,182,6.8,37,955,2.82,2,0,0,0,0.3,0.44,3,0
CP001,Kacang belimbing kecipir rebus,55.6,204,16.9,8.8,17.5,4.8,230,180,3.3,43,1098,3.24,2.3,0,0,0,0.2,0.48,0.7,0
CR004,Kacang beracun segar,72.1,118,4.4,1.5,21.6,0,50,50,1.7,10,40,0.3,1,0,0,0,0.43,0,0,0
CP002,Kacang bogor goreng,3,479,12.7,23.2,58.9,1.2,135,184,2.9,0,0,0,0,0,0,0,0.25,0.45,4.1,0
CR005,Kacang bogor kering,10,370,16,6,65,26.3,85,264,4.2,44,868.8,1.48,2.7,0,0,0,0.18,0.26,0,0
CP003,Kacang bogor rebus,61.2,161,7.7,2.8,27.1,2,56,134,1.4,0,0,0,0,0,0,0,0.1,0,0,0
CR006,Kacang bogor segar,60.8,165,7.7,3.1,27.4,2.5,96,126,5.3,6,537,0.41,1.2,0,29,0,0.32,0.35,2.7,0
CR007,Kacang endel biji kering,14,331,25,1,58,23.6,80,400,5,12,1322.4,0.68,2.7,0,0,0,0.3,0.75,2.3,0
CR008,Kacang ercis segar,67.6,129,12.4,0.7,18.3,28.6,40,130,2.3,4,310,0.3,2.1,0,212,0,0.29,0.05,2.7,0
CR009,Kacang galing segar,12,336,23.1,1.7,59.5,0,80,400,5,0,0,0,0,0,0,0,0.6,0,0,0
CP032,Kacang goyang,8.3,516,14.7,31.1,44.4,0,34,230,0.7,2,365,0.6,1.7,0,0,0,0,0,0,0
CR010,Kacang gude biji kering,16.1,316,20.7,1,58,4.6,146,445,4.7,16,1306.2,0.99,2.7,0,19,0,0.3,0.19,2.4,0
CR011,Kacang gude biji segar,70.3,114,7,0.6,20.8,4.4,3,122,1.5,4,480.5,0.12,0.9,0,0,70,0.37,0.07,0.8,43
CP004,Kacang gude rebus,61.5,147,9,0.5,27.5,3.4,50,175,2,14,1126,0.8,2.7,0,12,0,0.1,0.07,13.2,0
CR012,Kacang hijau var. bakti kering,7.4,350,17.1,1.8,70.7,5.7,94,315,4.9,46,893.9,1.52,3.1,0,171,235,0.4,0.27,2.6,11
CR013,Kacang hijau var. siwalik kering,8.8,339,20.8,2.1,64.6,7.4,122,136,4.9,45,880.4,1.5,3.1,0,168,321,0.45,0.27,2.6,0
CR014,Kacang hijau kering,15.5,323,22.9,1.5,56.8,7.5,223,319,7.5,42,815.7,1.9,2.9,0,156,223,0.46,0.15,1.5,10
CP005,Kacang hijau rebus,71.3,109,8.7,0.5,18.3,1.5,95,149,1.5,447,657.8,1.4,2.8,0,18,120,0.12,0.04,0.4,3
CR015,Kacang hitam kering,12.5,346,16.6,1.7,66.1,22.8,70,300,4.7,3,0,0.9,3.5,0,28,0,0.16,0.1,2.1,0
CR016,Kacang kapri segar,74.3,98,6.7,0.4,17.7,6.2,22,122,1.9,6,296.6,0.21,1.5,0,0,680,0.34,0.16,2.5,26
CP006,Kacang kedelai goreng,9.6,521,32.2,37.7,22.9,7.6,296,800,6.5,3.49,11890,26.3,60,0,0,20,0.4,1.9,19,0
CR017,Kacang kedelai kering,12.7,381,40.4,16.7,24.9,3.2,222,682,10,210,713.4,1.58,3.9,0,237,31,0.52,0.12,1.2,0
CP007,Kacang kedelai rebus,56.8,189,20.2,8.2,12.7,1.6,91,270,3.9,181,615,1.3,3.7,0,4,15,0.2,0.04,0.5,0
CR018,Kacang kedelai segar,20,286,30.2,15.6,30.1,0,196,506,6.9,28,870.9,1.24,3.6,0,0,95,0.93,0.26,1.8,0
CR019,Kacang kincai kering,4.2,444,19.9,16,55,0,26,0,0,0,0,0,0,0,0,0,0.1,0.1,1.9,0
CR020,Kacang komak segar,20.9,327,16.4,4.3,55.8,0.5,74,282,4,22,1137,0.9,2.1,0,0,0,0.99,0.12,0.1,0
CR021,Kacang kuning kering,11.7,355,17,2.5,66,15.1,140,220,5.8,1,0,0.7,3.2,0,58,0,0.47,0.08,1.9,0
CR022,Kacang lebui iris kering,11.8,346,16.5,1.5,66.6,37.3,144,368,3.4,17,1225,1.5,3.3,0,64,0,0.62,0.2,0,0
DR096,Kacang mekah polong segar,93.6,22,1.1,1,3.4,1.1,63,296,1,2,69.2,0.3,0,0,197,116,0.02,0,0.4,0
CR023,Kacang mentega kering,13.7,344,16.7,2.1,64.6,13,110,300,6.7,1,10,0.7,2.5,0,0.1,0,0.21,0.07,1.2,0
CP008,Kacang merah kering rebus,59.6,158,10.3,0.9,28.2,2.6,160,149,3.7,6,311,0.27,1.5,0,0,0,0.2,0.09,0.8,0
CP009,Kacang merah segar rebus,63.1,144,10,1,24.7,3.5,144,150,2.8,6,311,0.27,1.5,0,0,0,0.1,0.08,0.7,0
CR025,Kacang merah tua kering,12.3,280,16.7,1.6,63.2,4.6,209,335,6.4,0,1348.5,0.69,2.8,0,0,0,0.1,0.08,2,6
CR026,Kacang merah kering,17.7,314,22.1,1.1,56.2,4,502,429,10.3,11,1265.5,0.65,2.6,0,0,0,0.4,0.72,2.2,0
CR027,Kacang merah segar,57.2,171,11,2.2,28,2.1,293,134,3.7,7,360.7,0.34,1.4,0,0,10,0.15,0.15,1.1,0
CR024,Kacang merah banda kering,13,350,13.9,3,66.9,26.3,84,242,6.8,19,1127,0,42,0,137,0,0.15,0.76,0.3,0
CP010,Kacang mete biji jambu monyet goreng,1,629,20.4,56.3,19.8,1.1,502,493,8,13,641.7,4.7,5.4,0,5,0,0.37,0.22,1.8,0
CR028,Kacang mete biji jambu monyet segar,4.6,616,16.3,48.4,28.7,0.9,26,521,3.8,26,692,4.7,4.1,0,5,0,0.64,0.03,0,0
CP033,Kacang negara,3.1,480,18.4,19.1,58.5,11.7,34,404,10.3,1.01,385,2.5,7.1,0,0,0,0.63,0.05,2.6,0
CR029,Kacang panjang biji kering,12.2,357,17.3,1.5,68.6,10.6,163,437,6.9,16,1109.4,0.35,2.8,0,2.18,0,0.57,0.98,7.1,2
DP011,Kacang panjang kukus,88.2,39,3,0.6,7.6,1.7,100,91,1.2,28,199,0.11,0.5,0,131,205,0.02,0.1,0.3,20
DP012,Kacang panjang rebus,90.9,30,2.3,0.4,5.8,1.4,71,68,0.8,24,114.5,0.1,0.4,0,128,162,0,0.07,0.2,15
DR097,Kacang panjang segar,91.8,31,2.3,0.1,5.3,2.7,60,64,0.6,30,213,0.1,0.5,0,125,0,0.7,0.1,0.3,46
DR098,Kacang ranti polong,88.5,37,3.1,0.2,7.9,2.5,103,126,0.8,0,0,0,0,0,0,2.31,0.02,0,0,6
CP034,Kacang sukro,4.7,484,8.8,26.1,57.7,1.8,49,194,2.5,0,0,0,0,0,0,0,0.06,0,0,0
CP011,Kacang tanah rebus dg kulit,40.2,360,13.5,31.2,12.8,0,42,177,1.4,32,483,1.6,2,0,0,0,0.44,0.13,9,5
CR030,Kacang tanah sangan,1.2,560,29.5,43,24.1,2.9,107,366,4.1,34,509.8,1.69,2.1,0,0,0,0.31,0.3,15.5,0
CR031,Kacang tanah sangan tanpa selaput,2.6,559,26.9,44.2,23.6,2.6,74,393,1.9,33,202.3,520.4,1.7,0,0,0,0.3,29.47,8,0
CP035,Kacang tanah sari,2.1,561,25.5,43.8,26,2.2,50,324,3.1,0,0,0,0,0,0,0,0.08,0,0,0
CP012,Kacang tanah goreng,2.5,564,25.5,44.4,25.5,2.8,106,390,4.1,0,0,0,0,0,0,0,0.4,0,0,0
CR032,Kacang tanah kering,9.6,525,27.9,42.7,17.4,2.4,316,456,5.7,31,466.5,1.55,1.9,0,0,30,0.44,0.27,1.4,0
CP013,Kacang tanah rebus,62.1,220,10.6,18,8,1,89,273,1.9,36,536.2,1.78,2.2,0,0,0,0.1,0,0,0
CR033,Kacang tolo tunggak kering,13.5,331,24.4,1.9,56.6,1.6,481,399,13.9,15,7.8,1.03,5.9,0,65,0,0.06,0.2,4.3,0
CP014,Kacang tolo tunggak rebus,64.4,138,10.7,1.1,22.6,0.9,165,172,4,13,6.7,0.8,6.1,0,0,0,0.01,0.17,3.2,0
CR034,Kacang tunis kering,10.5,351,12.2,1.2,72.9,29.5,120,220,6.9,1,0,1.4,2.9,0,0,0,0.57,0.13,2.5,0
CR035,Kacang uci kering,9.9,358,23.4,2.4,60.6,7.4,269,264,0.5,13,1457.7,0.35,0,0,20,0,0.1,0.2,2.5,2
CR036,Kacang urei kering,12.8,354,12.8,1.8,69.3,26.1,220,220,5.1,1,0,0.7,3.1,0,0,0,0.55,0.05,3.5,0
DP035,Kadada katembe,80,110,4.5,6.9,7.1,3.9,26,77,0,178,131,0.2,0.7,0,46,0,0.1,0,3.7,23
GP072,Kaholeo masakan,11.2,413,28.7,19.8,29.8,0,909,1.29,0,0,1171,0.1,3.1,4.24,0,0,1.34,0.03,5.7,0
AP054,Kakicak,43.9,296,3.4,15.1,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR099,Kalakai segar,89.9,38,2.4,0.2,6.6,5.8,18,90,1.1,7,443,0.4,0.9,0,44,0,0.3,0.1,0,8
FP049,Kalio ayam masakan,64.7,203,16,13.5,4.4,0,278,177,4.2,534,0,0,0,105,0,3.78,0.35,0,0,0
FP050,Kalio jeroan masakan,68.9,163,16.5,9,4.1,0,102,268,7.1,570,0,0,0,298,0,1.96,0.7,0,0,0
FP051,Kalio kikil tunjang masakan,75.3,122,13.8,5.7,3.9,0,154,59,3.4,519,0,0,0,36,0,1.44,0.38,0,0,0
FP052,Kalio otak masakan,70.3,157,8.1,8.8,11.4,0,212,69,3.3,604,0,0,0,32,0,1.04,0.45,0,0,0
HP007,Kalio telur masakan,79,193,10.6,12.4,9.7,0,148,246,3.8,540,0,0,0,160,0,3.6,0.44,0,0,0
FR019,Kambing daging segar,70.3,149,16.6,9.2,0,0,11,124,1,96,268.7,0.31,4.9,0,0,0,0.09,0.23,5,0
AP055,Kambose,61.5,164,3,2.4,32.6,4.3,16,36,0.7,0,32,0.1,1.6,0,256,0,0.1,0.1,0.4,0
DR101,Kangkung tondano,88.5,43,1.8,0.2,8.4,4.3,72,9,0.7,30,361,0.3,0.4,0,2.74,0,0.8,0.1,1.1,23
DP013,Kangkung kukus,90.4,30,3.2,0.7,4.7,1.8,70,49,4.4,45,184.9,0.1,0.4,0,2.37,5.84,0.03,0.28,1.4,11
DP014,Kangkung rebus,93,22,2.5,0.6,3.1,1.2,50,51,3.5,31,98,0.1,0.3,0,2.37,4.33,0.01,0.22,1.2,13
DR100,Kangkung segar,91,28,3.4,0.7,3.9,2,67,54,2.3,65,250.1,0.13,0.4,0,2.87,5.54,0.07,0.36,2,17
DP036,Kaparende sayur,91.7,38,2.4,2,2.6,1.5,126,68,0,170,43,0,0.3,0,40,0,0.1,0,3.7,22
DR102,Kapri muda segar,86.8,45,3.3,0.2,9,1.8,51,85,1,2,118.4,0.09,0.7,0,72,440,0.2,0.1,0.9,49
BP032,Kapurung,79.6,41,2,0.3,7.8,2,34,12,0.3,185,566,0.1,0.3,0,213,0,0.12,0.25,2.7,15
AP056,Kapusa,63.5,158,4.4,3.2,27.8,5.3,79,115,1.2,104,149,0.5,1.1,0,1.37,0,0.06,0.05,0.1,0
DR103,Karawila,93.7,25,2.3,0.2,3.5,2.1,25,67,0.3,8,88.4,0.08,0.3,0,21,0,0.1,0.1,0.4,39
DP037,Karedok sayur,79,92,2.2,3.3,14.1,1.4,174,85,2.4,0,0,0,0,0,0,1,0.08,0,0,3
ER042,Kawista segar,71.8,120,3.5,2.5,20.8,4.6,190,230,1.6,9,1015.6,308.43,0.4,0,99,0,0.07,0.07,0.4,3
NP005,Kecap,63,71,5.7,1.3,9,0,123,96,5.7,1.11,0,0.04,0,0,0,0,0,0,0,0
BP033,Kecimpring singkong goreng,3.7,464,1.2,18.6,73,1.3,82,52,3.4,0,0,0,0,0,0,3.32,0.34,0,0,0
